From_Date,To_Date
03/27/2023,04/06/2023

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  PACIFIC COAST LOGISTIX,,,,,,,,,,,,,,,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173149 / 04/03/2023,PU,PCS : 1     WT : 10.00,PU#   9991199,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 4/3/2023 03:32,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 4/3/2023 03:33,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173233 / 04/03/2023,PU,PCS : 1     WT : 10.00,PU#   9991283,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 4/3/2023 07:22,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 4/3/2023 07:24,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173258 / 04/03/2023,PU,PCS : 1     WT : 10.00,PU#   9991308,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 4/3/2023 07:40,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 4/3/2023 07:42,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173452 / 04/03/2023,PU,PCS : 1     WT : 10.00,PU#   9991502,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 4/3/2023 08:34,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 4/3/2023 08:35,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33175437 / 04/04/2023,PU,PCS : 1     WT : 10.00,PU#   9993487,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 4/4/2023 04:25,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 4/4/2023 04:27,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33175451 / 04/04/2023,PU,PCS : 1     WT : 10.00,PU#   9993501,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 4/4/2023 05:16,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 4/4/2023 05:18,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173233 / 04/03/2023,DL,PCS : 1     WT : 10.00,PU#   9991283,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 4/3/2023 06:30,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 4/3/2023 06:33,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173258 / 04/03/2023,DL,PCS : 1     WT : 10.00,PU#   9991308,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 4/3/2023 06:47,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 4/3/2023 06:49,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173452 / 04/03/2023,DL,PCS : 1     WT : 10.00,PU#   9991502,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 4/3/2023 07:41,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 4/3/2023 07:43,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33167399 / 03/30/2023,PU,PCS : 1     WT : 24.00,PU#   9985449,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 3/30/2023 03:56,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 3/30/2023 03:57,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173132 / 04/03/2023,PU,PCS : 1     WT : 24.00,PU#   9991182,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 4/3/2023 02:21,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 4/3/2023 02:22,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173161 / 04/03/2023,PU,PCS : 1     WT : 24.00,PU#   9991211,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 4/3/2023 04:01,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 4/3/2023 04:03,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173164 / 04/03/2023,PU,PCS : 1     WT : 24.00,PU#   9991214,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 4/3/2023 04:09,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 4/3/2023 04:10,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173231 / 04/03/2023,PU,PCS : 1     WT : 24.00,PU#   9991281,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 4/3/2023 06:12,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 4/3/2023 06:14,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173278 / 04/03/2023,PU,PCS : 1     WT : 3.00,PU#   9991328,FEDEX SAMEDAY SERVICE,C/O IBC MESSENGER INC,,"DORAL, FL 33126",PU TM : 4/3/2023 08:07,CITY NATIONAL BANK OF FLORIDA,2855 S LE JEUNE RD,,"COCONUT GROVE, FL 33134",DEL TM : 4/3/2023 08:09,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173298 / 04/03/2023,PU,PCS : 1     WT : 50.00,PU#   9991348,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : 4/3/2023 05:17,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : 4/3/2023 05:25,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
,33173482 / 04/03/2023,PU,PCS : 1     WT : 151.00,PU#   9991532,FEDEX STATION,4344 N PORT CENTER WAY,,"PORTLAND, OR 97217",PU TM : 4/3/2023 05:49,CRC HEALTH OREGON INC,324 NORTHWEST DAVIS ST,,"PORTLAND, OR 97209",DEL TM : 4/3/2023 05:51,,           TotalShipment : 32        Total PCS : 32        Total WT :  705      
