From_Date,To_Date
03/17/2023,03/27/2023

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  PACIFIC COAST LOGISTIX,,,,,,,,,,,,,,,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151412 / 03/23/2023,PU,PCS : 1     WT : 10.00,PU#   9969463,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : ,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : ,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151426 / 03/23/2023,PU,PCS : 1     WT : 10.00,PU#   9969477,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : ,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : ,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151438 / 03/23/2023,PU,PCS : 1     WT : 10.00,PU#   9969489,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 3/23/2023 03:58,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 3/23/2023 03:59,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151532 / 03/23/2023,PU,PCS : 1     WT : 10.00,PU#   9969583,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 3/23/2023 04:28,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 3/23/2023 04:29,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151535 / 03/23/2023,PU,PCS : 1     WT : 10.00,PU#   9969586,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 3/23/2023 04:39,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 3/23/2023 04:39,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151553 / 03/23/2023,PU,PCS : 1     WT : 10.00,PU#   9969604,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 3/23/2023 04:52,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 3/23/2023 04:53,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151847 / 03/23/2023,PU,PCS : 1     WT : 50.00,PU#   9969898,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : ,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : ,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151863 / 03/23/2023,PU,PCS : 1     WT : 10.00,PU#   9969914,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 3/23/2023 07:48,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 3/23/2023 07:57,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151972 / 03/23/2023,PU,PCS : 1     WT : 10.00,PU#   9970023,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 3/23/2023 08:31,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 3/23/2023 08:32,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33152017 / 03/23/2023,PU,PCS : 1     WT : 10.00,PU#   9970068,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 3/23/2023 08:47,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 3/23/2023 08:47,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33154236 / 03/24/2023,PU,PCS : 1     WT : 2.00,PU#   9972287,ALLEGHENY PERFORMANCE PLASTICS,3 AVE A,,"LEETSDALE, PA 15056",PU TM : 3/24/2023 03:04,PITTSBURGH (PIT),NULL,,"PITTSBURGH, PA 15231",DEL TM : ,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33154274 / 03/24/2023,PU,PCS : 1     WT : 10.00,PU#   9972325,ALLEGHENY PERFORMANCE PLASTICS,3 AVE A,,"LEETSDALE, PA 15056",PU TM : 3/24/2023 03:59,PITTSBURGH (PIT),NULL,,"PITTSBURGH, PA 15231",DEL TM : 3/24/2023 04:00,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33154320 / 03/24/2023,PU,PCS : 1     WT : 10.00,PU#   9972371,ALLEGHENY PERFORMANCE PLASTICS,3 AVE A,,"LEETSDALE, PA 15056",PU TM : ,PITTSBURGH (PIT),NULL,,"PITTSBURGH, PA 15231",DEL TM : ,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33154322 / 03/24/2023,PU,PCS : 1     WT : 10.00,PU#   9972373,ALLEGHENY PERFORMANCE PLASTICS,3 AVE A,,"LEETSDALE, PA 15056",PU TM : 3/24/2023 04:23,PITTSBURGH (PIT),NULL,,"PITTSBURGH, PA 15231",DEL TM : 3/24/2023 04:24,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151438 / 03/23/2023,DL,PCS : 1     WT : 10.00,PU#   9969489,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 3/23/2023 03:08,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 3/23/2023 03:08,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151535 / 03/23/2023,DL,PCS : 1     WT : 10.00,PU#   9969586,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 3/23/2023 03:45,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 3/23/2023 03:48,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151553 / 03/23/2023,DL,PCS : 1     WT : 10.00,PU#   9969604,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 3/23/2023 03:58,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 3/23/2023 04:01,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33151972 / 03/23/2023,DL,PCS : 1     WT : 10.00,PU#   9970023,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 3/23/2023 07:36,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 3/23/2023 07:38,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33152017 / 03/23/2023,DL,PCS : 1     WT : 10.00,PU#   9970068,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 3/23/2023 07:51,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 3/23/2023 07:54,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33138501 / 03/17/2023,PU,PCS : 1     WT : 50.00,PU#   9956552,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : 3/17/2023 01:39,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : 3/17/2023 01:46,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33143297 / 03/20/2023,PU,PCS : 1     WT : 50.00,PU#   9961348,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : ,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : ,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33143302 / 03/20/2023,PU,PCS : 1     WT : 50.00,PU#   9961353,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : ,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : ,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33143308 / 03/20/2023,PU,PCS : 1     WT : 50.00,PU#   9961359,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : 3/20/2023 04:37,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : 3/20/2023 04:44,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33145080 / 03/21/2023,PU,PCS : 1     WT : 24.00,PU#   9963131,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33145235 / 03/21/2023,PU,PCS : 1     WT : 24.00,PU#   9963286,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33145312 / 03/21/2023,PU,PCS : 1     WT : 24.00,PU#   9963363,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33145356 / 03/21/2023,PU,PCS : 1     WT : 24.00,PU#   9963407,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 3/21/2023 10:44,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 3/21/2023 10:45,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
,33145418 / 03/21/2023,PU,PCS : 1     WT : 24.00,PU#   9963469,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 42        Total PCS : 42        Total WT :  1650      
