From_Date,To_Date
06/05/2023,06/15/2023

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  PACIFIC COAST LOGISTIX,,,,,,,,,,,,,,,,           TotalShipment : 21        Total PCS : 21        Total WT :  481      
,33228493 / 06/08/2023,PU,PCS : 1     WT : 10.00,PU#   10046542,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/8/2023 11:05,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/8/2023 11:11,,           TotalShipment : 21        Total PCS : 21        Total WT :  481      
,33228499 / 06/08/2023,PU,PCS : 1     WT : 10.00,PU#   10046548,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/8/2023 11:36,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/8/2023 11:42,,           TotalShipment : 21        Total PCS : 21        Total WT :  481      
,33228520 / 06/08/2023,PU,PCS : 1     WT : 10.00,PU#   10046569,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/8/2023 13:25,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/8/2023 13:31,,           TotalShipment : 21        Total PCS : 21        Total WT :  481      
,33228523 / 06/08/2023,PU,PCS : 1     WT : 10.00,PU#   10046572,ALLEGHENY PERFORMANCE PLASTICS,3 AVE A,,"LEETSDALE, PA 15056",PU TM : 6/8/2023 14:21,PITTSBURGH (PIT),NULL,,"PITTSBURGH, PA 15231",DEL TM : 6/8/2023 14:27,,           TotalShipment : 21        Total PCS : 21        Total WT :  481      
,33228493 / 06/08/2023,DL,PCS : 1     WT : 10.00,PU#   10046542,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 6/8/2023 10:21,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 6/8/2023 10:22,,           TotalShipment : 21        Total PCS : 21        Total WT :  481      
,33228499 / 06/08/2023,DL,PCS : 1     WT : 10.00,PU#   10046548,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 6/8/2023 10:53,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 6/8/2023 10:54,,           TotalShipment : 21        Total PCS : 21        Total WT :  481      
,33228520 / 06/08/2023,DL,PCS : 1     WT : 10.00,PU#   10046569,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 6/8/2023 12:42,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 6/8/2023 12:43,,           TotalShipment : 21        Total PCS : 21        Total WT :  481      
,33228491 / 06/08/2023,PU,PCS : 1     WT : 24.00,PU#   10046540,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 6/8/2023 09:42,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 6/8/2023 09:48,,           TotalShipment : 21        Total PCS : 21        Total WT :  481      
,33228507 / 06/08/2023,PU,PCS : 1     WT : 50.00,PU#   10046556,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : 6/8/2023 09:54,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : 6/8/2023 10:07,,           TotalShipment : 21        Total PCS : 21        Total WT :  481      
,33228521 / 06/08/2023,PU,PCS : 1     WT : 151.00,PU#   10046570,FEDEX STATION,4344 N PORT CENTER WAY,,"PORTLAND, OR 97217",PU TM : 6/8/2023 10:58,CRC HEALTH OREGON INC,324 NORTHWEST DAVIS ST,,"PORTLAND, OR 97209",DEL TM : 6/8/2023 11:04,,           TotalShipment : 21        Total PCS : 21        Total WT :  481      
,33228504 / 06/08/2023,PU,PCS : 1     WT : 3.00,PU#   10046553,FEDEX SAMEDAY SERVICE,C/O IBC MESSENGER INC,,"DORAL, FL 33126",PU TM : 6/8/2023 12:31,CITY NATIONAL BANK OF FLORIDA,2855 S LE JEUNE RD,,"COCONUT GROVE, FL 33134",DEL TM : 6/8/2023 12:37,,           TotalShipment : 21        Total PCS : 21        Total WT :  481      
