From_Date,To_Date
08/18/2023,08/28/2023

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  PACIFIC COAST LOGISTIX,,,,,,,,,,,,,,,,           TotalShipment : 96        Total PCS : 96        Total WT :  2061      
,33285337 / 08/21/2023,PU,PCS : 1     WT : 10.00,PU#   10103292,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 8/21/2023 06:23,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 8/21/2023 06:26,,           TotalShipment : 96        Total PCS : 96        Total WT :  2061      
,33285441 / 08/21/2023,PU,PCS : 1     WT : 10.00,PU#   10103396,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 8/21/2023 08:38,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 8/21/2023 08:41,,           TotalShipment : 96        Total PCS : 96        Total WT :  2061      
,33285699 / 08/21/2023,PU,PCS : 1     WT : 10.00,PU#   10103654,ALLEGHENY PERFORMANCE PLASTICS,3 AVE A,,"LEETSDALE, PA 15056",PU TM : 8/21/2023 09:16,PITTSBURGH (PIT),NULL,,"PITTSBURGH, PA 15231",DEL TM : 8/21/2023 09:19,,           TotalShipment : 96        Total PCS : 96        Total WT :  2061      
,33285716 / 08/21/2023,PU,PCS : 1     WT : 10.00,PU#   10103671,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 8/21/2023 09:44,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 8/21/2023 09:47,,           TotalShipment : 96        Total PCS : 96        Total WT :  2061      
,33286704 / 08/22/2023,PU,PCS : 1     WT : 10.00,PU#   10104659,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 8/22/2023 09:17,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 8/22/2023 09:20,,           TotalShipment : 96        Total PCS : 96        Total WT :  2061      
,33286717 / 08/22/2023,PU,PCS : 1     WT : 10.00,PU#   10104672,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 8/22/2023 09:36,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 8/22/2023 09:39,,           TotalShipment : 96        Total PCS : 96        Total WT :  2061      
,33286738 / 08/22/2023,PU,PCS : 1     WT : 10.00,PU#   10104693,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 8/22/2023 11:27,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 8/22/2023 11:30,,           TotalShipment : 96        Total PCS : 96        Total WT :  2061      
,33286782 / 08/22/2023,PU,PCS : 1     WT : 10.00,PU#   10104737,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 8/22/2023 11:59,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 8/22/2023 12:01,,           TotalShipment : 96        Total PCS : 96        Total WT :  2061      
,33286786 / 08/22/2023,PU,PCS : 1     WT : 10.00,PU#   10104741,ALLEGHENY PERFORMANCE PLASTICS,3 AVE A,,"LEETSDALE, PA 15056",PU TM : 8/22/2023 12:34,PITTSBURGH (PIT),NULL,,"PITTSBURGH, PA 15231",DEL TM : 8/22/2023 12:36,,           TotalShipment : 96        Total PCS : 96        Total WT :  2061      
