From_Date,To_Date
03/12/2023,03/22/2023

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  PACIFIC COAST LOGISTIX,,,,,,,,,,,,,,,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
,33130388 / 03/14/2023,PU,PCS : 1     WT : 10.00,PU#   9948440,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 3/14/2023 04:20,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 3/14/2023 04:21,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
,33130448 / 03/14/2023,PU,PCS : 1     WT : 10.00,PU#   9948500,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 3/14/2023 05:07,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 3/14/2023 05:07,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
,33120740 / 03/10/2023,DL,PCS : 1     WT : 10.00,PU#   9938793,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 3/10/2023 01:07,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 3/14/2023 10:40,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
,33130388 / 03/14/2023,DL,PCS : 1     WT : 10.00,PU#   9948440,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 3/14/2023 03:38,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 3/14/2023 03:38,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
,33130448 / 03/14/2023,DL,PCS : 1     WT : 10.00,PU#   9948500,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 3/14/2023 04:13,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 3/14/2023 04:15,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
,33136704 / 03/16/2023,PU,PCS : 1     WT : 3.00,PU#   9954755,FEDEX SAMEDAY SERVICE,C/O IBC MESSENGER INC,,"DORAL, FL 33126",PU TM : ,CITY NATIONAL BANK OF FLORIDA,2855 S LE JEUNE RD,,"COCONUT GROVE, FL 33134",DEL TM : ,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
,33136738 / 03/16/2023,PU,PCS : 1     WT : 3.00,PU#   9954789,FEDEX SAMEDAY SERVICE,C/O IBC MESSENGER INC,,"DORAL, FL 33126",PU TM : 3/16/2023 09:26,CITY NATIONAL BANK OF FLORIDA,2855 S LE JEUNE RD,,"COCONUT GROVE, FL 33134",DEL TM : 3/16/2023 09:30,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
,33136998 / 03/16/2023,PU,PCS : 1     WT : 50.00,PU#   9955049,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : ,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : ,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
,33137039 / 03/16/2023,PU,PCS : 1     WT : 50.00,PU#   9955090,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : 3/16/2023 09:24,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : 3/16/2023 09:38,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
,33137157 / 03/16/2023,PU,PCS : 1     WT : 50.00,PU#   9955208,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : 3/16/2023 09:47,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : ,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
,33138277 / 03/16/2023,PU,PCS : 1     WT : 50.00,PU#   9956328,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : ,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : ,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
,33138347 / 03/16/2023,PU,PCS : 1     WT : 50.00,PU#   9956398,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : ,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : ,,           TotalShipment : 36        Total PCS : 36        Total WT :  943      
