From_Date,To_Date
06/09/2023,06/19/2023

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  PACIFIC COAST LOGISTIX,,,,,,,,,,,,,,,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
,33236431 / 06/19/2023,PU,PCS : 1     WT : 10.00,PU#   10054480,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : ,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : ,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
,33236433 / 06/19/2023,PU,PCS : 1     WT : 10.00,PU#   10054482,ALLEGHENY PERFORMANCE PLASTICS,3 AVE A,,"LEETSDALE, PA 15056",PU TM : ,PITTSBURGH (PIT),NULL,,"PITTSBURGH, PA 15231",DEL TM : ,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
,33236432 / 06/19/2023,PU,PCS : 1     WT : 10.00,PU#   10054481,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : ,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : ,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
,33236435 / 06/19/2023,PU,PCS : 1     WT : 10.00,PU#   10054484,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/19/2023 02:05,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/19/2023 02:11,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
,33236438 / 06/19/2023,PU,PCS : 1     WT : 10.00,PU#   10054487,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/19/2023 01:24,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/19/2023 01:30,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
,33236446 / 06/19/2023,PU,PCS : 1     WT : 10.00,PU#   10054495,ALLEGHENY PERFORMANCE PLASTICS,3 AVE A,,"LEETSDALE, PA 15056",PU TM : 6/19/2023 01:47,PITTSBURGH (PIT),NULL,,"PITTSBURGH, PA 15231",DEL TM : 6/19/2023 01:53,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
,33236599 / 06/19/2023,PU,PCS : 1     WT : 10.00,PU#   10054648,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/19/2023 03:20,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/19/2023 03:26,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
,33236624 / 06/19/2023,PU,PCS : 1     WT : 10.00,PU#   10054673,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/19/2023 03:53,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/19/2023 03:59,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
,33236684 / 06/19/2023,PU,PCS : 1     WT : 10.00,PU#   10054733,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/19/2023 05:56,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/19/2023 06:01,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
,33236741 / 06/19/2023,PU,PCS : 1     WT : 10.00,PU#   10054790,ALLEGHENY PERFORMANCE PLASTICS,3 AVE A,,"LEETSDALE, PA 15056",PU TM : 6/19/2023 06:56,PITTSBURGH (PIT),NULL,,"PITTSBURGH, PA 15231",DEL TM : 6/19/2023 07:03,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
,33236599 / 06/19/2023,DL,PCS : 1     WT : 10.00,PU#   10054648,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 6/19/2023 02:36,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 6/19/2023 02:37,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
,33236624 / 06/19/2023,DL,PCS : 1     WT : 10.00,PU#   10054673,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 6/19/2023 03:11,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 6/19/2023 03:12,,           TotalShipment : 21        Total PCS : 21        Total WT :  399      
