From_Date,To_Date
07/02/2022,07/12/2022

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  AUTOMATION COURIER,,,,,,,,,,,,,,,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32412299 / 07/05/2022,PU,PCS : 10     WT : 50.00,PU#   3417536,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/5/2022 07:30,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/5/2022 07:32,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32412851 / 07/06/2022,PU,PCS : 10     WT : 50.00,PU#   3418088,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/6/2022 01:28,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/6/2022 01:30,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32412939 / 07/06/2022,PU,PCS : 10     WT : 50.00,PU#   3418174,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/6/2022 04:28,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/6/2022 04:30,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32413329 / 07/06/2022,PU,PCS : 10     WT : 50.00,PU#   3418563,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/7/2022 00:52,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/7/2022 00:55,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32414654 / 07/07/2022,PU,PCS : 10     WT : 50.00,PU#   3419888,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/7/2022 03:44,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/7/2022 03:46,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32416480 / 07/08/2022,PU,PCS : 10     WT : 50.00,PU#   3421714,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/8/2022 02:32,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : ,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32409792 / 07/03/2022,PU,PCS : 2     WT : 20.00,PU#   3415029,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/3/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/4/2022 00:55,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32411719 / 07/05/2022,PU,PCS : 1     WT : 2.00,PU#   3416956,ST FRANCIS MEDICAL CENTER,23900 KATY FWY,Chemistry Laboratory,"HOUSTON, TX 77054",PU TM : 7/5/2022 05:30,14101 Seeley Ave.,Henry Ford,,"BLUE ISLAND, IL 60406",DEL TM : 7/5/2022 23:37,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
,32412298 / 07/05/2022,PU,PCS : 2     WT : 20.00,PU#   3417535,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/5/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/5/2022 07:27,,           TotalShipment : 18        Total PCS : 77        Total WT :  522      
