From_Date,To_Date
06/13/2023,06/23/2023

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
30738 -  TEST COURIER,,,,,,,,,,,,,,,,           TotalShipment : 9        Total PCS : 9        Total WT :  1328      
,43311893 / 06/22/2023,PU,PCS : 1     WT : 20.00,PU#   14318611,TEST,TST,,"BALTIMORE, MD 21229",PU TM : 6/22/2023 05:10,BALTIMORE (BWI),,,"BALTIMORE, MD 21061",DEL TM : 6/22/2023 05:11,,           TotalShipment : 9        Total PCS : 9        Total WT :  1328      
,43275380 / 06/13/2023,PU,PCS : 1     WT : 207.00,PU#   14282098,VALLEY CHILDREN’S HEALTHCARE,"1125 EAST SPRUCE AVE, SUITE 101",,"FRESNO, CA 93720",PU TM : 6/14/2023 11:00,LGA - AMERICAN EXPEDITING:,2508 BROOKLYN QUEENS EXPRESSWAY WEST,,"WOODSIDE, NY 11377",DEL TM : 6/14/2023 15:00,,           TotalShipment : 9        Total PCS : 9        Total WT :  1328      
,43275497 / 06/13/2023,PU,PCS : 1     WT : 207.00,PU#   14282215,MONTEFIORE,1250 WATERS PL,11TH FLOOR,"BRONX, NY 10461",PU TM : 6/14/2023 15:33,LGA - AMERICAN EXPEDITING:,2508 BROOKLYN QUEENS EXPRESSWAY WEST,,"WOODSIDE, NY 11377",DEL TM : 6/14/2023 15:45,,           TotalShipment : 9        Total PCS : 9        Total WT :  1328      
,43275233 / 06/13/2023,PU,PCS : 1     WT : 207.00,PU#   14281951,JOHN HOPKINS HEALTH SYSTEM,"10803 FALLS ROAD, PAVILLION III",,"LUTHERVILLE, MD 21093",PU TM : 6/19/2023 10:00,LGA - AMERICAN EXPEDITING:,2508 BROOKLYN QUEENS EXPRESSWAY WEST,,"WOODSIDE, NY 11377",DEL TM : ,,           TotalShipment : 9        Total PCS : 9        Total WT :  1328      
,43292144 / 06/16/2023,PU,PCS : 1     WT : 207.00,PU#   14298862,SHRINER’S HOSPITALS FOR CHILDREN,1645 W. 8TH STREET,LOADING DOCK,"ERIE, PA 16505",PU TM : 6/19/2023 15:45,EOS IMAGING,4101 WILLOW LAKE BLVD,,"MEMPHIS, TN 38118",DEL TM : ,,           TotalShipment : 9        Total PCS : 9        Total WT :  1328      
,43309156 / 06/21/2023,PU,PCS : 1     WT : 207.00,PU#   14315874,SHRINER’S LEXINGTON,110 CONN TERRACE,LOADING DOCK,"LEXINGTON, KY 40508",PU TM : ,LGA - AMERICAN EXPEDITING:,2508 BROOKLYN QUEENS EXPRESSWAY WEST,,"WOODSIDE, NY 11377",DEL TM : ,,           TotalShipment : 9        Total PCS : 9        Total WT :  1328      
,43311771 / 06/22/2023,PU,PCS : 1     WT : 1.00,PU#   14318489,TEST,TEST,TEST ADD LINE 2,"STATEN ISLAND, NY 10302",PU TM : 6/22/2023 04:00,test,test,SUITE 300,"STATEN ISLAND, NY 10303",DEL TM : 6/22/2023 04:00,,           TotalShipment : 9        Total PCS : 9        Total WT :  1328      
,43258443 / 06/08/2023,PU,PCS : 1     WT : 247.00,PU#   14265161,GOOD SAMARITAN MEDICAL CENTER,200 EXEMPLA CIRCLE,,"LAFAYETTE, CO 80026",PU TM : 6/14/2023 13:50,FedEx Ship Center,2035 Taylor Ave,,"LOUISVILLE, CO 80027",DEL TM : 6/14/2023 13:22,,           TotalShipment : 9        Total PCS : 9        Total WT :  1328      
,43250731 / 06/07/2023,PU,PCS : 1     WT : 25.00,PU#   14257449,MDSI,6225 SHILOH ROAD,,"ALPHARETTA, GA 30005",PU TM : 6/13/2023 18:04,FEDEX SHIP CENTER,1525 MORRISON PKWY,,"ALPHARETTA, GA 30009",DEL TM : 6/16/2023 10:52,,           TotalShipment : 9        Total PCS : 9        Total WT :  1328      
,,,,,,,,,,,,,,,           Shipment : 9        SubTotal PCS : 9        SubTotal WT :  1328      ,           TotalShipment : 9        Total PCS : 9        Total WT :  1328      

