From_Date,To_Date
06/20/2023,06/30/2023

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  PACIFIC COAST LOGISTIX,,,,,,,,,,,,,,,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33238459 / 06/21/2023,PU,PCS : 1     WT : 10.00,PU#   10056508,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/21/2023 09:05,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/21/2023 09:11,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33238495 / 06/21/2023,PU,PCS : 1     WT : 10.00,PU#   10056544,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/21/2023 10:02,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/21/2023 10:08,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33238503 / 06/21/2023,PU,PCS : 1     WT : 10.00,PU#   10056552,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/21/2023 10:49,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/21/2023 10:55,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33238517 / 06/21/2023,PU,PCS : 1     WT : 10.00,PU#   10056566,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/21/2023 12:45,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/21/2023 12:51,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33242012 / 06/27/2023,PU,PCS : 1     WT : 10.00,PU#   10060061,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/27/2023 01:07,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/27/2023 01:13,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33242073 / 06/27/2023,PU,PCS : 1     WT : 10.00,PU#   10060122,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/27/2023 01:42,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/27/2023 01:48,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33242160 / 06/27/2023,PU,PCS : 1     WT : 10.00,PU#   10060209,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : ,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33242197 / 06/27/2023,PU,PCS : 1     WT : 10.00,PU#   10060246,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/27/2023 04:47,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/27/2023 04:53,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33242278 / 06/27/2023,PU,PCS : 1     WT : 10.00,PU#   10060327,ALLEGHENY PERFORMANCE PLASTICS,3 AVE A,,"LEETSDALE, PA 15056",PU TM : 6/27/2023 06:59,PITTSBURGH (PIT),NULL,,"PITTSBURGH, PA 15231",DEL TM : 6/27/2023 07:05,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33242322 / 06/27/2023,PU,PCS : 1     WT : 10.00,PU#   10060371,KAISER PERMANENTE NW REGIONAL LABORATORY,13705 NE AIRPORT WAY,,"MANHATTAN, NY 10036",PU TM : 6/27/2023 07:28,LAGUARDIA (LGA),LAGUARDIA AIRPORT,,"FLUSHING, NY 11371",DEL TM : 6/27/2023 07:33,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243166 / 06/28/2023,PU,PCS : 1     WT : 18.00,PU#   10061215,BOLT,SAN FRANCISCO,LOS,"SAN FRANCISCO, CA 94101",PU TM : 6/28/2023 05:08,SAN FRANCISCO (SFO),Highway 101,,"SAN FRANCISCO, CA 94128",DEL TM : 6/28/2023 05:09,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33238503 / 06/21/2023,DL,PCS : 1     WT : 10.00,PU#   10056552,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 6/21/2023 10:07,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 6/21/2023 10:08,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33238517 / 06/21/2023,DL,PCS : 1     WT : 10.00,PU#   10056566,MEMPHIS (MEM),2491 Winchester Rd # 113,,"MEMPHIS, TN 38116",PU TM : 6/21/2023 12:02,OXFORD LAB,5846 DISTRIBUTION DRIVE,,"MEMPHIS, TN 38141",DEL TM : 6/21/2023 12:03,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33238513 / 06/21/2023,PU,PCS : 1     WT : 3.00,PU#   10056562,FEDEX SAMEDAY SERVICE,C/O IBC MESSENGER INC,,"DORAL, FL 33126",PU TM : 6/21/2023 11:48,CITY NATIONAL BANK OF FLORIDA,2855 S LE JEUNE RD,,"COCONUT GROVE, FL 33134",DEL TM : 6/21/2023 11:53,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33238515 / 06/21/2023,PU,PCS : 1     WT : 50.00,PU#   10056564,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : 6/21/2023 09:12,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : 6/21/2023 09:26,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33242009 / 06/26/2023,PU,PCS : 1     WT : 24.00,PU#   10060058,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 6/26/2023 23:43,"PARKHILL, PHYLLISRVOZA",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 6/26/2023 23:49,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33242109 / 06/26/2023,PU,PCS : 1     WT : 50.00,PU#   10060158,PORT PLASTICS,550 E. TRIMBLE ROAD #A,,"SAN JOSE, CA 95131",PU TM : 6/26/2023 23:59,ALPHA MACHINE,933 CHITTENDEN LANE,,"CAPITOLA, CA 95010",DEL TM : 6/27/2023 00:14,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33242187 / 06/27/2023,PU,PCS : 1     WT : 3.00,PU#   10060236,FEDEX SAMEDAY SERVICE,C/O IBC MESSENGER INC,,"DORAL, FL 33126",PU TM : 6/27/2023 04:22,CITY NATIONAL BANK OF FLORIDA,2855 S LE JEUNE RD,,"COCONUT GROVE, FL 33134",DEL TM : 6/27/2023 04:28,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33242627 / 06/27/2023,PU,PCS : 1     WT : 151.00,PU#   10060676,FEDEX STATION,4344 N PORT CENTER WAY,,"PORTLAND, OR 97217",PU TM : 6/27/2023 06:51,CRC HEALTH OREGON INC,324 NORTHWEST DAVIS ST,,"PORTLAND, OR 97209",DEL TM : 6/27/2023 06:57,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243252 / 06/28/2023,PU,PCS : 1     WT : 24.00,PU#   10061301,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243261 / 06/28/2023,PU,PCS : 1     WT : 24.00,PU#   10061310,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243660 / 06/29/2023,PU,PCS : 1     WT : 24.00,PU#   10061709,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243675 / 06/29/2023,PU,PCS : 1     WT : 24.00,PU#   10061724,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243720 / 06/29/2023,PU,PCS : 1     WT : 24.00,PU#   10061769,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 6/29/2023 05:24,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 6/29/2023 05:26,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243732 / 06/29/2023,PU,PCS : 1     WT : 1.00,PU#   10061781,HANGER FABRICATION CHICAGO,3303 W 26TH,,"CHICAGO, IL 60611",PU TM : 6/29/2023 05:40,"PARKHILL, PHYLLIS",101  PARKHILL HILLS,,"CHICAGO, IL 60625",DEL TM : 6/29/2023 05:42,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243734 / 06/29/2023,PU,PCS : 1     WT : 1.00,PU#   10061783,HANGER FABRICATION CHICAGO,3303 W 26TH,,"CHICAGO, IL 60611",PU TM : 6/29/2023 05:40,"PARKHILL, PHYLLIS",101  PARKHILL HILLS,,"CHICAGO, IL 60625",DEL TM : 6/29/2023 05:45,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243739 / 06/29/2023,PU,PCS : 1     WT : 1.00,PU#   10061788,HANGER FABRICATION CHICAGO,3303 W 26TH,,"CHICAGO, IL 60611",PU TM : 6/29/2023 05:45,"PARKHILL, PHYLLIS",101  PARKHILL HILLS,,"CHICAGO, IL 60625",DEL TM : 6/29/2023 05:48,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243765 / 06/29/2023,PU,PCS : 1     WT : 1.00,PU#   10061814,HANGER FABRICATION CHICAGO,3303 W 26TH,,"CHICAGO, IL 60611",PU TM : ,"PARKHILL, PHYLLIS",101  PARKHILL HILLS,,"CHICAGO, IL 60625",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243826 / 06/29/2023,PU,PCS : 1     WT : 24.00,PU#   10061875,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243832 / 06/29/2023,PU,PCS : 1     WT : 24.00,PU#   10061881,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 6/29/2023 07:36,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 6/29/2023 07:38,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243872 / 06/29/2023,PU,PCS : 1     WT : 24.00,PU#   10061921,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 6/29/2023 08:24,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 6/29/2023 08:25,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33243898 / 06/29/2023,PU,PCS : 1     WT : 2.00,PU#   10061947,AUTOMATION FROM PVT LTD,"14,SHEELEY",,"CHICAGO, IL 60666",PU TM : ,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"DIXMOOR, IL 60406",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33244177 / 06/30/2023,PU,PCS : 1     WT : 24.00,PU#   10062226,NOTHING BUNDT CAKES,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 6/30/2023 01:49,"PARKHILL, PHYLLIS",2100 SPACE PARK DR.,,"CLEAR LAKE, TX 77058",DEL TM : 6/30/2023 01:51,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33236792 / 06/19/2023,PU,PCS : 1     WT : 20.00,PU#   10054841,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 6/19/2023 07:04,VELOX EXPRESS C/O NGL,5701 FORTUNE CIRCLE SOUTH,,"DREXEL GARDENS, IN 46241",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33237061 / 06/19/2023,PU,PCS : 1     WT : 20.00,PU#   10055110,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 6/19/2023 08:12,VELOX EXPRESS C/O NGL,5701 FORTUNE CIRCLE SOUTH,,"DREXEL GARDENS, IN 46241",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33237116 / 06/19/2023,PU,PCS : 1     WT : 20.00,PU#   10055165,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,VELOX EXPRESS C/O NGL,5701 FORTUNE CIRCLE SOUTH,,"DREXEL GARDENS, IN 46241",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
,33237331 / 06/20/2023,PU,PCS : 1     WT : 20.00,PU#   10055380,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,VELOX EXPRESS C/O NGL,5701 FORTUNE CIRCLE SOUTH,,"DREXEL GARDENS, IN 46241",DEL TM : ,,           TotalShipment : 52        Total PCS : 52        Total WT :  987      
