From_Date,To_Date
07/05/2022,07/15/2022

CourierId,VoucherNum,Courier_type,pieces,PickupId,VoucherNum2,pAddr1,Paddr21,City_State,Pu_Tm,VoucherNum3,dAddr1,Paddr22,Dcity_Dstate,Del_Tm,Textbox37,Total_Amount
34769 -  AUTOMATION COURIER,,,,,,,,,,,,,,,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32414654 / 07/07/2022,PU,PCS : 10     WT : 50.00,PU#   3419888,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/7/2022 03:44,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/7/2022 03:46,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32416480 / 07/08/2022,PU,PCS : 10     WT : 50.00,PU#   3421714,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : 7/8/2022 02:32,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : 7/14/2022 03:33,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32426916 / 07/14/2022,PU,PCS : 10     WT : 50.00,PU#   3432150,Automation,1525 14th St NW,,"WASHINGTON, DC 20005",PU TM : ,WASHINGTON NATL (DCA),1 Aviation Cir,,"WASHINGTON, DC 22202",DEL TM : ,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32411719 / 07/05/2022,PU,PCS : 1     WT : 2.00,PU#   3416956,ST FRANCIS MEDICAL CENTER,23900 KATY FWY,Chemistry Laboratory,"HOUSTON, TX 77054",PU TM : 7/5/2022 05:30,14101 Seeley Ave.,Henry Ford,,"BLUE ISLAND, IL 60406",DEL TM : 7/5/2022 23:37,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32412298 / 07/05/2022,PU,PCS : 2     WT : 20.00,PU#   3417535,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/5/2022 05:30,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/5/2022 07:27,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32412938 / 07/06/2022,PU,PCS : 2     WT : 20.00,PU#   3418173,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/6/2022 05:26,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/6/2022 06:29,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32413343 / 07/06/2022,PU,PCS : 1     WT : 20.00,PU#   3418577,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 7/7/2022 01:14,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : 7/7/2022 01:16,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32414652 / 07/07/2022,PU,PCS : 2     WT : 20.00,PU#   3419886,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/7/2022 02:40,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/7/2022 03:41,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32414721 / 07/07/2022,PU,PCS : 1     WT : 20.00,PU#   3419955,AUTOMATION RV (F5505),304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : ,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32416479 / 07/07/2022,PU,PCS : 2     WT : 20.00,PU#   3421713,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/8/2022 01:27,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/8/2022 02:29,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32416499 / 07/07/2022,PU,PCS : 1     WT : 20.00,PU#   3421733,AUTOMATION RV (F5505) ,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 7/14/2022 03:02,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : 7/14/2022 03:04,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32425614 / 07/13/2022,PU,PCS : 2     WT : 20.00,PU#   3430848,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : 7/14/2022 02:02,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : 7/14/2022 03:04,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32426915 / 07/14/2022,PU,PCS : 2     WT : 20.00,PU#   3432149,Automation,612 E Dallas Rd,Ste 200,"GRAPEVINE, TX 76051",PU TM : ,AutoTest,44 Folly Road,,"Charleston, SC 29407",DEL TM : ,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32426919 / 07/14/2022,PU,PCS : 1     WT : 20.00,PU#   3432153,AUTOMATION RV (F5505),304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : ,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32414656 / 07/07/2022,PU,PCS : 1     WT : 20.00,PU#   3419890,AUTOMATION RV,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 7/7/2022 03:38,FedEx Ship Center,12606 Fuqua St,,"HOUSTON, TX 77034",DEL TM : 7/7/2022 04:40,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32416492 / 07/07/2022,PU,PCS : 1     WT : 20.00,PU#   3421726,AUTOMATION RV (F5505),304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : 7/14/2022 02:46,AUTOMATION SPL RV,2074 PAUL WAYNE HAGGERTY ROAD,,"METAIRIE, LA 70001",DEL TM : 7/14/2022 02:48,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,32426913 / 07/14/2022,PU,PCS : 1     WT : 20.00,PU#   3432147,AUTOMATION RV,304 W BAY AREA BLVD.,,"FONDREN, TX 77598",PU TM : ,FedEx Ship Center,12606 Fuqua St,,"HOUSTON, TX 77034",DEL TM : ,,           TotalShipment : 17        Total PCS : 50        Total WT :  412      
,,,,,,,,,,,,,,,           Shipment : 17        SubTotal PCS : 50        SubTotal WT :  412      ,           TotalShipment : 17        Total PCS : 50        Total WT :  412      

